matchId,date,Dust2,Vertigo,Overpass,Inferno,Nuke,Ancient,Mirage,Anubis,name,teamWin,roundsWins
2359665,2022-10-15,removed,removed,other,removed,other,left,other,not_included,Brøndby,false,12
2359467,2022-10-15,removed,other,left,removed,other,removed,other,not_included,MOUZ NXT,true,16
2359467,2022-10-15,other,removed,left,other,removed,other,removed,not_included,OG Academy,false,4
2359645,2022-10-15,left,other,picked,other,removed,removed,other,not_included,Into the Breach,true,38
2359645,2022-10-15,left,removed,other,picked,other,other,removed,not_included,HAVU,false,33
2359551,2022-10-15,other,other,other,picked,removed,removed,left,not_included,Outsiders,true,35
2359551,2022-10-15,picked,removed,removed,other,other,other,left,not_included,Fluxo,false,25
2359652,2022-10-15,removed,left,other,picked,removed,other,other,not_included,Astralis Talent,true,52
2359652,2022-10-15,other,left,removed,other,other,removed,picked,not_included,Tricked,false,47
2359641,2022-10-15,other,other,left,other,picked,removed,removed,not_included,Entropiq Prague,true,32
2359641,2022-10-15,removed,removed,left,picked,other,other,other,not_included,Cryptova,false,20
2359655,2022-10-15,picked,left,removed,other,other,removed,other,not_included,CEPTER,true,35
2359655,2022-10-15,other,left,other,picked,removed,other,removed,not_included,Atlantic,false,30
2359644,2022-10-15,other,picked,other,removed,other,left,removed,not_included,ECSTATIC,true,45
2359644,2022-10-15,picked,other,removed,other,removed,left,other,not_included,UNGENTIUM,false,33
2359550,2022-10-15,left,picked,other,other,other,removed,removed,not_included,Eternal Fire,true,35
2359550,2022-10-15,left,other,removed,picked,removed,other,other,not_included,Nixuh,false,22
2359653,2022-10-15,removed,removed,left,other,other,other,removed,not_included,Brøndby,true,16
2359653,2022-10-15,other,other,left,removed,removed,removed,other,not_included,Flames Ascent,false,13
2359656,2022-10-15,removed,other,removed,removed,left,other,other,not_included,Sashi,true,16
2359656,2022-10-15,other,removed,other,other,left,removed,removed,not_included,struggletony,false,7
2359622,2022-10-15,left,picked,removed,other,other,removed,other,not_included,BLINK,true,0
2359622,2022-10-15,left,other,other,removed,removed,other,picked,not_included,NAVI Junior,false,0
2359631,2022-10-15,other,other,removed,picked,other,left,removed,not_included,Red Wolves,true,45
2359631,2022-10-15,removed,removed,other,other,picked,left,other,not_included,Victorum,false,44
2359632,2022-10-15,other,picked,other,left,other,removed,removed,not_included,Snakes Den,true,42
2359632,2022-10-15,picked,other,removed,left,removed,other,other,not_included,Villainous,false,37
2359639,2022-10-14,other,other,picked,other,left,removed,removed,not_included,CEPTER,true,49
2359639,2022-10-14,picked,removed,other,removed,left,other,other,not_included,struggletony,false,45
2359640,2022-10-14,removed,removed,left,picked,other,other,other,not_included,Atlantic,true,41
2359640,2022-10-14,other,other,left,other,removed,removed,picked,not_included,Sashi,false,39
2359549,2022-10-14,picked,other,removed,removed,other,left,other,not_included,Fluxo,true,45
2359549,2022-10-14,other,removed,other,other,removed,left,picked,not_included,TeamOne,false,35
2359535,2022-10-14,removed,other,removed,picked,left,other,other,not_included,KTRL,true,44
2359535,2022-10-14,other,removed,other,other,left,picked,removed,not_included,iNation,false,26
2359638,2022-10-14,removed,other,other,picked,removed,other,left,not_included,Astralis Talent,true,32
2359638,2022-10-14,other,removed,picked,other,other,removed,left,not_included,Flames Ascent,false,17
2359377,2022-10-14,other,other,picked,left,other,removed,removed,not_included,Imperial,true,32
2359377,2022-10-14,picked,removed,other,left,removed,other,other,not_included,Isurus,false,26
2359637,2022-10-14,removed,other,left,other,picked,removed,other,not_included,Tricked,true,32
2359637,2022-10-14,other,picked,left,removed,other,other,removed,not_included,Brøndby,false,14
2358308,2022-10-14,other,removed,left,removed,other,other,picked,not_included,Entropiq,true,44
2358308,2022-10-14,removed,other,left,other,removed,picked,other,not_included,Sprout,false,44
2359594,2022-10-14,removed,other,left,picked,removed,other,other,not_included,BLUEJAYS,true,40
2359594,2022-10-14,other,removed,left,other,other,removed,picked,not_included,ex-TITANS,false,49
2359401,2022-10-14,other,other,left,removed,removed,picked,other,not_included,Lilmix,true,35
2359401,2022-10-14,removed,removed,left,other,other,other,picked,not_included,Kappa Bar,false,24
2359629,2022-10-14,removed,left,other,other,removed,other,picked,not_included,AGO,true,43
2359629,2022-10-14,other,left,removed,removed,other,picked,other,not_included,UNGENTIUM,false,27
2359466,2022-10-14,other,other,removed,removed,left,removed,other,not_included,BIG Academy,true,19
2359466,2022-10-14,removed,removed,other,other,left,other,removed,not_included,PROSPECTS,false,16
2359621,2022-10-14,left,other,removed,removed,other,picked,other,not_included,X,true,16
2359621,2022-10-14,left,removed,other,other,removed,other,picked,not_included,WLG,false,12
2359617,2022-10-14,other,left,other,picked,removed,other,removed,not_included,ECLOT,true,39
2359617,2022-10-14,removed,left,picked,other,other,removed,other,not_included,eSuba,false,44
2359548,2022-10-14,other,removed,removed,removed,left,other,other,not_included,MOUZ,true,16
2359548,2022-10-14,removed,other,other,other,left,removed,removed,not_included,Movistar Riders,false,8
2359376,2022-10-14,picked,other,other,removed,other,left,removed,not_included,paiN,true,55
2359376,2022-10-14,other,picked,removed,other,removed,left,other,not_included,MASONIC,false,46
2359465,2022-10-14,removed,other,removed,other,left,other,removed,not_included,fnatic Rising,true,16
2359465,2022-10-14,other,removed,other,removed,left,removed,other,not_included,Flames Ascent,false,6
2359534,2022-10-14,left,other,other,removed,other,removed,picked,not_included,OneTap,true,40
2359534,2022-10-14,left,removed,removed,other,picked,other,other,not_included,Nexus,false,43
2359620,2022-10-14,removed,left,picked,removed,other,other,other,not_included,Tricked,true,19
2359620,2022-10-14,other,left,other,other,removed,removed,picked,not_included,IKLA,false,17
2359547,2022-10-14,removed,other,removed,removed,other,other,left,not_included,ENCE,true,16
2359547,2022-10-14,other,removed,other,other,removed,removed,left,not_included,Outsiders,false,14
2359464,2022-10-14,removed,other,removed,removed,other,other,left,not_included,ENCE Academy,true,16
2359464,2022-10-14,other,removed,other,other,removed,removed,left,not_included,MIBR Academy,false,9
2359400,2022-10-14,other,other,other,left,removed,picked,removed,not_included,EYEBALLERS,true,35
2359400,2022-10-14,removed,removed,picked,left,other,other,other,not_included,PROSPECTS,false,31
2359593,2022-10-14,left,other,removed,picked,other,removed,other,not_included,Nemiga,true,32
2359593,2022-10-14,left,picked,other,other,removed,other,removed,not_included,Copenhagen Flames,false,23
2359463,2022-10-14,removed,removed,left,other,other,removed,other,not_included,Flames Ascent,true,16
2359463,2022-10-14,other,other,left,removed,removed,other,removed,not_included,OG Academy,false,11
2359619,2022-10-14,left,removed,removed,other,other,other,picked,not_included,Zero Tenacity,true,45
2359619,2022-10-14,left,other,other,picked,removed,removed,other,not_included,GoodJob,false,44
2359546,2022-10-14,removed,removed,left,other,removed,other,other,not_included,Movistar Riders,true,16
2359546,2022-10-14,other,other,left,removed,other,removed,removed,not_included,Eternal Fire,false,9
2359462,2022-10-14,other,other,removed,removed,left,removed,other,not_included,Spirit Academy,true,16
2359462,2022-10-14,removed,removed,other,other,left,other,removed,not_included,Astralis Talent,false,8
2359616,2022-10-14,removed,other,other,other,removed,left,picked,not_included,Cryptova,true,32
2359616,2022-10-14,other,removed,removed,picked,other,left,other,not_included,Enterprise,false,26
2359461,2022-10-14,other,other,other,left,removed,removed,removed,not_included,OG Academy,true,16
2359461,2022-10-14,removed,removed,removed,left,other,other,other,not_included,Apeks Rebels,false,7
2359592,2022-10-14,removed,other,removed,picked,other,other,left,not_included,fnatic Rising,true,35
2359592,2022-10-14,other,removed,other,other,removed,picked,left,not_included,ex-SKADE,false,24
2359545,2022-10-14,removed,removed,other,removed,other,other,left,not_included,MOUZ,true,16
2359545,2022-10-14,other,other,removed,other,removed,removed,left,not_included,Nixuh,false,2
2359438,2022-10-14,removed,left,other,other,removed,other,removed,not_included,Young Ninjas,true,16
2359438,2022-10-14,other,left,removed,removed,other,removed,other,not_included,Spirit Academy,false,10
2359544,2022-10-14,left,removed,other,removed,removed,other,other,not_included,Outsiders,true,22
2359544,2022-10-14,left,other,removed,other,other,removed,removed,not_included,Fluxo,false,18
2359618,2022-10-14,left,other,removed,other,removed,picked,other,not_included,Partizan,true,46
2359618,2022-10-14,left,removed,other,removed,other,other,picked,not_included,Monte,false,43
2359591,2022-10-14,other,removed,left,picked,other,removed,other,not_included,PROSPECTS,true,45
2359591,2022-10-14,removed,other,left,other,picked,other,removed,not_included,Into the Breach,false,38
2359607,2022-10-14,other,picked,removed,other,other,removed,left,not_included,Entropiq Prague,true,32
2359607,2022-10-14,removed,other,other,picked,removed,other,left,not_included,Sampi,false,21
2359543,2022-10-14,left,other,removed,removed,other,other,removed,not_included,ENCE,true,16
2359543,2022-10-14,left,removed,other,other,removed,removed,other,not_included,TeamOne,false,5
2359605,2022-10-14,removed,other,removed,left,other,picked,other,not_included,Victorum,true,42
2359605,2022-10-14,other,removed,other,left,picked,other,removed,not_included,X13,false,36
2359604,2022-10-14,other,other,removed,left,picked,removed,other,not_included,BHOP,true,32
2359604,2022-10-14,picked,removed,other,left,other,other,removed,not_included,Red Wolves,false,18
2359603,2022-10-14,other,other,other,picked,left,removed,removed,not_included,Mythic,true,32
2359603,2022-10-14,removed,picked,removed,other,left,other,other,not_included,Villainous,false,26
2359602,2022-10-13,removed,removed,left,other,other,other,picked,not_included,Cryptova,true,32
2359602,2022-10-13,other,other,left,picked,removed,removed,other,not_included,Narcis,false,14
2359598,2022-10-13,removed,picked,removed,left,other,other,other,not_included,fnatic Rising,true,45
2359598,2022-10-13,other,other,other,left,removed,removed,picked,not_included,Iron Branch,false,44
2359442,2022-10-13,other,removed,other,other,removed,left,removed,not_included,PROSPECTS,true,16
2359442,2022-10-13,removed,other,removed,removed,other,left,other,not_included,ENCE Academy,false,13
2359597,2022-10-13,other,other,removed,removed,other,picked,left,not_included,UNGENTIUM,true,43
2359597,2022-10-13,picked,removed,other,other,removed,other,left,not_included,ECLOT,false,33
2359460,2022-10-13,other,other,removed,removed,left,removed,other,not_included,Spirit Academy,true,16
2359460,2022-10-13,removed,removed,other,other,left,other,removed,not_included,PROSPECTS,false,11
2359568,2022-10-13,left,removed,picked,other,removed,other,other,not_included,ex-SKADE,true,43
2359568,2022-10-13,left,other,other,removed,other,removed,picked,not_included,Monte,false,37
2359586,2022-10-13,other,removed,other,picked,removed,other,left,not_included,Wolsung,true,44
2359586,2022-10-13,picked,other,removed,other,other,removed,left,not_included,Entropiq Prague,false,29
2359590,2022-10-13,removed,other,left,other,removed,picked,other,not_included,Sangal,true,32
2359590,2022-10-13,other,picked,left,removed,other,other,removed,not_included,ECSTATIC,false,19
2359596,2022-10-13,left,picked,other,other,other,removed,removed,not_included,SAW,true,32
2359596,2022-10-13,left,other,removed,picked,removed,other,other,not_included,AGO,false,15
2359595,2022-10-13,other,picked,removed,other,removed,other,left,not_included,ex-Finest,true,32
2359595,2022-10-13,picked,other,other,removed,other,removed,left,not_included,Aurora,false,19
2359582,2022-10-13,removed,other,left,picked,removed,other,other,not_included,EYEBALLERS,true,50
2359582,2022-10-13,other,removed,left,other,other,removed,picked,not_included,BLUEJAYS,false,47
2359600,2022-10-13,removed,other,left,removed,other,other,picked,not_included,eSuba,true,35
2359600,2022-10-13,other,removed,left,other,removed,picked,other,not_included,Sampi,false,27
2359459,2022-10-13,left,other,removed,removed,removed,other,other,not_included,NAVI Junior,true,16
2359459,2022-10-13,left,removed,other,other,other,removed,removed,not_included,Flames Ascent,false,12
2359458,2022-10-13,removed,other,other,left,removed,other,removed,not_included,Astralis Talent,true,16
2359458,2022-10-13,other,removed,removed,left,other,removed,other,not_included,MIBR Academy,false,9
2359589,2022-10-13,other,left,removed,other,other,removed,picked,not_included,SC,true,43
2359589,2022-10-13,removed,left,other,removed,picked,other,other,not_included,Tricked,false,32
2359567,2022-10-13,left,other,removed,other,removed,other,picked,not_included,IKLA,true,35
2359567,2022-10-13,left,removed,other,picked,other,removed,other,not_included,GoodJob,false,23
2359457,2022-10-13,other,other,removed,left,removed,removed,other,not_included,NAVI Junior,true,16
2359457,2022-10-13,removed,removed,other,left,other,other,removed,not_included,Apeks Rebels,false,12
2359585,2022-10-13,removed,other,other,other,removed,left,picked,not_included,ONYX,true,32
2359585,2022-10-13,other,removed,picked,removed,other,left,other,not_included,Illuminar,false,14
2359599,2022-10-13,left,other,other,removed,removed,picked,other,not_included,ECLOT,true,32
2359599,2022-10-13,left,removed,picked,other,other,other,removed,not_included,Enterprise,false,18
2359456,2022-10-13,removed,other,other,other,left,removed,removed,not_included,Young Ninjas,true,16
2359456,2022-10-13,other,removed,removed,removed,left,other,other,not_included,BIG Academy,false,12
2359581,2022-10-13,removed,left,picked,removed,other,other,other,not_included,Sprout,true,32
2359581,2022-10-13,other,left,other,other,removed,removed,picked,not_included,IKLA,false,19
2359588,2022-10-13,other,removed,removed,other,picked,other,left,not_included,HAVU,true,32
2359588,2022-10-13,removed,other,other,removed,other,picked,left,not_included,UNGENTIUM,false,24
2359455,2022-10-13,removed,other,removed,other,other,left,removed,not_included,fnatic Rising,true,16
2359455,2022-10-13,other,removed,other,removed,removed,left,other,not_included,Apeks Rebels,false,10
2359358,2022-10-13,left,other,removed,picked,other,removed,other,not_included,God's Work,true,32
2359358,2022-10-13,left,removed,other,other,removed,other,picked,not_included,Nut-E,false,19
2359566,2022-10-13,other,other,left,removed,other,picked,removed,not_included,Copenhagen Flames,true,32
2359566,2022-10-13,picked,removed,left,other,removed,other,other,not_included,BLUEJAYS,false,24
2359584,2022-10-13,other,other,removed,other,picked,left,removed,not_included,HONORIS,true,32
2359584,2022-10-13,removed,removed,other,picked,other,left,other,not_included,Cryptova,false,8
2359601,2022-10-13,other,removed,picked,other,left,removed,other,not_included,Entropiq Prague,true,32
2359601,2022-10-13,removed,other,other,removed,left,other,picked,not_included,GLORE,false,21
2359587,2022-10-13,other,picked,other,other,removed,removed,left,not_included,IKLA,true,44
2359587,2022-10-13,removed,other,picked,removed,other,other,left,not_included,9INE,false,36
2359357,2022-10-13,other,left,other,picked,other,removed,removed,not_included,Frontier,true,41
2359357,2022-10-13,removed,left,removed,other,picked,other,other,not_included,Meat Grinders,false,40
2359565,2022-10-13,removed,picked,left,other,other,removed,other,not_included,Tricked,true,32
2359565,2022-10-13,other,other,left,picked,removed,other,removed,not_included,ALTERNATE aTTaX,false,27
2359583,2022-10-13,other,other,other,picked,removed,removed,left,not_included,AGO,true,32
2359583,2022-10-13,removed,picked,removed,other,other,other,left,not_included,AVEZ,false,15
2359580,2022-10-13,,,,,,,,,SINNERS,true,0
2359580,2022-10-13,,,,,,,,,ECLOT,false,0
2359606,2022-10-13,,,,,,,,,Snakes Den,true,0
2359606,2022-10-13,,,,,,,,,Unjustified,false,0
2359574,2022-10-13,other,removed,removed,left,other,picked,other,not_included,Red Wolves,true,42
2359574,2022-10-13,removed,other,other,left,removed,other,picked,not_included,Unjustified,false,41
2359573,2022-10-13,other,other,removed,other,removed,left,picked,not_included,Villainous,true,38
2359573,2022-10-13,picked,removed,other,removed,other,left,other,not_included,Victorum,false,25
2359572,2022-10-13,removed,other,picked,left,removed,other,other,not_included,Mythic,true,45
2359572,2022-10-13,other,removed,other,left,other,picked,removed,not_included,X13,false,27
2359575,2022-10-13,picked,other,removed,left,removed,other,other,not_included,BHOP,true,32
2359575,2022-10-13,other,picked,other,left,other,removed,removed,not_included,Snakes Den,false,12
2359536,2022-10-12,other,removed,removed,other,removed,other,left,not_included,ECLOT,true,16
2359536,2022-10-12,removed,other,other,removed,other,removed,left,not_included,GLORE,false,13
2359564,2022-10-12,other,left,removed,other,other,removed,picked,not_included,HAVU,true,38
2359564,2022-10-12,removed,left,other,picked,removed,other,other,not_included,WLG,false,23
2359538,2022-10-12,removed,other,other,left,removed,other,removed,not_included,Sampi,true,16
2359538,2022-10-12,other,removed,removed,left,other,removed,other,not_included,Cryptova,false,9
2359420,2022-10-12,picked,removed,other,left,other,removed,other,not_included,Nemiga,true,55
2359420,2022-10-12,other,other,picked,left,removed,other,removed,not_included,Sangal,false,54
2359576,2022-10-12,other,other,removed,removed,other,picked,left,not_included,ex-Finest,true,32
2359576,2022-10-12,picked,removed,other,other,removed,other,left,not_included,ECLOT,false,20
2359578,2022-10-12,other,other,removed,picked,removed,other,left,not_included,AGO,true,34
2359578,2022-10-12,picked,removed,other,other,other,removed,left,not_included,Iron Branch,false,37
2359579,2022-10-12,other,other,left,removed,picked,other,removed,not_included,SAW,true,46
2359579,2022-10-12,removed,picked,left,other,other,removed,other,not_included,fnatic Rising,false,34
2359577,2022-10-12,picked,removed,left,removed,other,other,other,not_included,Aurora,true,41
2359577,2022-10-12,other,other,left,other,removed,picked,removed,not_included,UNGENTIUM,false,29
2359454,2022-10-12,other,removed,removed,left,other,removed,other,not_included,PROSPECTS,true,16
2359454,2022-10-12,removed,other,other,left,removed,other,removed,not_included,Astralis Talent,false,2
2359539,2022-10-12,removed,other,left,removed,other,other,removed,not_included,eSuba,true,28
2359539,2022-10-12,other,removed,left,other,removed,removed,other,not_included,Narcis,false,25
2359563,2022-10-12,other,picked,removed,left,other,removed,other,not_included,Partizan,true,59
2359563,2022-10-12,picked,other,other,left,removed,other,removed,not_included,BLINK,false,53
2359570,2022-10-12,picked,removed,other,removed,left,other,other,not_included,Illuminar,true,32
2359570,2022-10-12,other,other,removed,other,left,picked,removed,not_included,PACT,false,20
2359453,2022-10-12,removed,other,left,removed,other,removed,other,not_included,MOUZ NXT,true,28
2359453,2022-10-12,other,removed,left,other,removed,other,removed,not_included,Flames Ascent,false,26
2359452,2022-10-12,other,other,left,other,removed,removed,removed,not_included,Young Ninjas,true,16
2359452,2022-10-12,removed,removed,left,removed,other,other,other,not_included,ENCE Academy,false,9
2359537,2022-10-12,left,removed,removed,other,removed,other,other,not_included,Enterprise,true,16
2359537,2022-10-12,left,other,other,removed,other,removed,removed,not_included,Entropiq Prague,false,13
2359419,2022-10-12,other,removed,left,picked,removed,other,other,not_included,PROSPECTS,true,32
2359419,2022-10-12,picked,other,left,other,other,removed,removed,not_included,ECSTATIC,false,16
2359569,2022-10-12,,,,,,,,,Wolsung,true,0
2359569,2022-10-12,,,,,,,,,eSuba,false,0
2359557,2022-10-12,other,removed,picked,other,other,left,removed,not_included,Wolsung,true,32
2359557,2022-10-12,removed,other,other,picked,removed,left,other,not_included,Nigma Galaxy,false,20
2359451,2022-10-12,left,other,removed,removed,removed,other,other,not_included,NAVI Junior,true,16
2359451,2022-10-12,left,removed,other,other,other,removed,removed,not_included,Flames Ascent,false,8
2359562,2022-10-12,left,removed,other,other,other,removed,picked,not_included,Zero Tenacity,true,55
2359562,2022-10-12,left,other,removed,picked,removed,other,other,not_included,X,false,53
2359450,2022-10-12,removed,other,removed,removed,other,other,left,not_included,BIG Academy,true,16
2359450,2022-10-12,other,removed,other,other,removed,removed,left,not_included,MIBR Academy,false,5
2359421,2022-10-12,other,other,other,removed,picked,left,removed,not_included,Into the Breach,true,49
2359421,2022-10-12,picked,removed,removed,other,other,left,other,not_included,ex-TITANS,false,38
2359352,2022-10-12,other,picked,removed,other,other,left,removed,not_included,Endpoint,true,32
2359352,2022-10-12,removed,other,other,picked,removed,left,other,not_included,BLUEJAYS,false,18
2359449,2022-10-12,removed,other,removed,left,other,removed,other,not_included,fnatic Rising,true,16
2359449,2022-10-12,other,removed,other,left,removed,other,removed,not_included,OG Academy,false,10
2359556,2022-10-12,picked,left,other,other,removed,removed,other,not_included,AGO,true,35
2359556,2022-10-12,other,left,removed,picked,other,other,removed,not_included,PACT,false,26
2359542,2022-10-12,picked,other,removed,other,removed,other,left,not_included,Nut-E,true,43
2359542,2022-10-12,other,removed,other,picked,other,removed,left,not_included,Warriors,false,36
2359437,2022-10-12,other,removed,other,other,removed,removed,left,not_included,Flames Ascent,true,16
2359437,2022-10-12,removed,other,removed,removed,other,other,left,not_included,Apeks Rebels,false,8
2359359,2022-10-12,other,other,removed,left,other,picked,removed,not_included,Grayhound,true,32
2359359,2022-10-12,removed,picked,other,left,removed,other,other,not_included,DGG,false,9
2359351,2022-10-12,left,picked,removed,other,other,other,removed,not_included,SAW,true,32
2359351,2022-10-12,left,other,other,picked,removed,removed,other,not_included,ECLOT,false,21
2359561,2022-10-12,removed,removed,picked,other,other,left,other,not_included,NeedDOCTOR,true,32
2359561,2022-10-12,other,other,other,removed,removed,left,picked,not_included,NAVI Junior,false,20
2359414,2022-10-12,removed,picked,removed,left,other,other,other,not_included,fnatic Rising,true,38
2359414,2022-10-12,other,other,other,left,removed,removed,picked,not_included,IKLA,false,21
2359541,2022-10-12,other,picked,other,removed,removed,left,other,not_included,Antic,true,32
2359541,2022-10-12,picked,other,removed,other,other,left,removed,not_included,yellow,false,20
2359355,2022-10-12,left,picked,other,other,removed,other,removed,not_included,VERTEX,true,32
2359355,2022-10-12,left,other,removed,picked,other,removed,other,not_included,Rooster,false,24
2359370,2022-10-12,removed,other,other,picked,left,other,removed,not_included,X13,true,39
2359370,2022-10-12,other,picked,removed,other,left,removed,other,not_included,Eros,false,43
2359347,2022-10-11,other,other,other,left,removed,removed,picked,not_included,IKLA,true,41
2359347,2022-10-11,removed,removed,picked,left,other,other,other,not_included,Into the Breach,false,43
2359532,2022-10-11,removed,removed,other,picked,left,other,other,not_included,NeedDOCTOR,true,32
2359532,2022-10-11,other,other,removed,other,left,removed,picked,not_included,Zero Tenacity,false,26
2359429,2022-10-11,other,other,removed,other,left,picked,removed,not_included,PACT,true,46
2359429,2022-10-11,picked,removed,other,removed,left,other,other,not_included,Illuminar,false,32
2359417,2022-10-11,picked,other,removed,removed,other,left,other,not_included,SC,true,39
2359417,2022-10-11,other,removed,other,other,picked,left,removed,not_included,HAVU,false,39
2359540,2022-10-11,other,removed,left,other,picked,other,removed,not_included,HONORIS,true,35
2359540,2022-10-11,removed,other,left,picked,other,removed,other,not_included,eSuba,false,26
2359413,2022-10-11,other,removed,other,removed,other,left,picked,not_included,Monte,true,32
2359413,2022-10-11,picked,other,removed,other,removed,left,other,not_included,BLINK,false,14
2359533,2022-10-11,other,removed,other,picked,removed,left,other,not_included,allStars,true,32
2359533,2022-10-11,removed,other,removed,other,other,left,picked,not_included,ONYX,false,22
2359412,2022-10-11,other,left,other,removed,other,picked,removed,not_included,Copenhagen Flames,true,38
2359412,2022-10-11,picked,left,removed,other,removed,other,other,not_included,NAVI Junior,false,28
2359350,2022-10-11,other,picked,other,other,removed,removed,left,not_included,ex-Finest,true,51
2359350,2022-10-11,removed,other,removed,picked,other,other,left,not_included,Sprout,false,51
2359416,2022-10-11,removed,picked,other,other,left,removed,other,not_included,Tricked,true,32
2359416,2022-10-11,other,other,removed,removed,left,other,picked,not_included,9INE,false,20
2359427,2022-10-11,removed,left,other,other,other,picked,removed,not_included,HONORIS,true,32
2359427,2022-10-11,other,left,removed,picked,removed,other,other,not_included,Nigma Galaxy,false,6
2359411,2022-10-11,removed,other,other,left,removed,other,picked,not_included,IKLA,true,35
2359411,2022-10-11,other,removed,removed,left,other,picked,other,not_included,Partizan,false,26
2359426,2022-10-11,removed,other,other,left,other,removed,picked,not_included,eSuba,true,32
2359426,2022-10-11,other,removed,picked,left,removed,other,other,not_included,Wolsung,false,21
2359415,2022-10-11,other,removed,picked,other,removed,left,other,not_included,ex-SKADE,true,32
2359415,2022-10-11,picked,other,other,removed,other,left,removed,not_included,UNGENTIUM,false,22
2359428,2022-10-11,,,,,,,,,AGO,true,0
2359428,2022-10-11,,,,,,,,,RIBA UMNI4,false,0
2359349,2022-10-11,removed,other,left,other,removed,picked,other,not_included,EYEBALLERS,true,32
2359349,2022-10-11,other,picked,left,removed,other,other,removed,not_included,ECSTATIC,false,28
2359375,2022-10-11,removed,left,other,picked,other,removed,other,not_included,DGG,true,32
2359375,2022-10-11,other,left,picked,other,removed,other,removed,not_included,Antic,false,15
2359410,2022-10-11,left,other,picked,other,removed,removed,other,not_included,ALTERNATE aTTaX,true,44
2359410,2022-10-11,left,removed,other,removed,other,other,picked,not_included,HAVU,false,34
2359418,2022-10-11,other,other,left,removed,other,picked,removed,not_included,Copenhagen Flames,true,32
2359418,2022-10-11,picked,removed,left,other,removed,other,other,not_included,BLUEJAYS,false,24
2359372,2022-10-11,other,other,picked,left,other,removed,removed,not_included,VERTEX,true,32
2359372,2022-10-11,picked,removed,other,left,removed,other,other,not_included,Nut-E,false,8
2359436,2022-10-10,removed,picked,removed,other,other,other,left,not_included,AVEZ,true,50
2359436,2022-10-10,other,other,other,removed,removed,picked,left,not_included,los kogutos,false,53
2359531,2022-10-10,removed,removed,other,picked,other,other,left,not_included,Cryptova,true,46
2359531,2022-10-10,other,other,picked,other,removed,removed,left,not_included,AVANGAR,false,42
2359409,2022-10-10,left,other,removed,other,removed,other,picked,not_included,BLUEJAYS,true,32
2359409,2022-10-10,left,removed,other,picked,other,removed,other,not_included,WLG,false,22
2359408,2022-10-10,removed,other,other,left,picked,removed,other,not_included,Tricked,true,32
2359408,2022-10-10,other,removed,picked,left,other,other,removed,not_included,NeedDOCTOR,false,21
2359435,2022-10-10,left,removed,other,picked,removed,other,other,not_included,AVANGAR,true,32
2359435,2022-10-10,left,other,removed,other,other,removed,picked,not_included,Anonymo,false,19
2359433,2022-10-10,removed,other,left,removed,other,picked,other,not_included,los kogutos,true,32
2359433,2022-10-10,other,removed,left,other,picked,other,removed,not_included,Beyond Possible,false,14
2359348,2022-10-10,removed,other,left,picked,other,other,removed,not_included,SINNERS,true,43
2359348,2022-10-10,other,removed,left,other,picked,removed,other,not_included,Sashi,false,29
2359434,2022-10-10,picked,other,removed,other,other,removed,left,not_included,Entropiq Prague,true,32
2359434,2022-10-10,other,removed,other,picked,removed,other,left,not_included,Cryptova,false,16
2359407,2022-10-10,removed,left,other,other,other,removed,picked,not_included,GoodJob,true,32
2359407,2022-10-10,other,left,removed,picked,removed,other,other,not_included,X,false,14
2359406,2022-10-10,other,removed,other,picked,left,removed,other,not_included,ex-SKADE,true,32
2359406,2022-10-10,removed,other,removed,other,left,other,picked,not_included,Zero Tenacity,false,28
2359397,2022-10-10,picked,other,other,other,not_included,removed,picked,not_included,Magic School Bus,true,43
2359397,2022-10-10,other,picked,removed,picked,not_included,other,other,not_included,Villainous,false,29
2358384,2022-10-09,other,removed,left,picked,other,removed,other,not_included,Imperial,true,49
2358384,2022-10-09,removed,other,left,other,picked,other,removed,not_included,Complexity,false,49
2359367,2022-10-09,removed,other,other,picked,other,removed,left,not_included,Heroic,true,46
2359367,2022-10-09,other,picked,removed,other,removed,other,left,not_included,OG,false,40
2358452,2022-10-09,other,other,removed,picked,removed,other,left,not_included,Outsiders,true,32
2358452,2022-10-09,picked,removed,other,other,other,removed,left,not_included,Falcons,false,12
2359425,2022-10-09,picked,other,left,other,other,removed,removed,not_included,Entropiq Prague,true,44
2359425,2022-10-09,other,picked,left,removed,removed,other,other,not_included,Anonymo,false,33
2359432,2022-10-09,other,other,other,removed,left,removed,picked,not_included,ONYX,true,32
2359432,2022-10-09,removed,picked,removed,other,left,other,other,not_included,AVEZ,false,19
2359395,2022-10-09,,,,,,,,,PALOMA,true,0
2359395,2022-10-09,,,,,,,,,Sangal,false,0
2358383,2022-10-09,other,other,other,left,removed,picked,removed,not_included,Liquid,true,44
2358383,2022-10-09,removed,removed,picked,left,other,other,other,not_included,Evil Geniuses,false,40
2358451,2022-10-09,removed,picked,removed,other,other,left,other,not_included,MOUZ,true,44
2358451,2022-10-09,other,other,other,picked,removed,left,removed,not_included,Sangal,false,44
2359423,2022-10-09,removed,other,other,removed,other,left,picked,not_included,ONYX,true,42
2359423,2022-10-09,other,removed,picked,other,removed,left,other,not_included,Beyond Possible,false,37
2359365,2022-10-09,picked,other,removed,removed,other,left,other,not_included,Spirit,true,37
2359365,2022-10-09,other,picked,other,other,removed,left,removed,not_included,Cloud9,false,37
